therefore	D'e@fo@
therei	De@r-'i
therein	De@r-'In
thereoh	De@r-'oU
therep	D'e@p
thereplus	De@pl'u:z
therepocket	De@p'0kI2t
therequotr	De@kw'0t3
theres	D'3z
thereshe	De@S'E
theress	D'e@s
theresuch	De@s'VtS
theretell	De@t'El
therethere	De@D'3
thermostat	T'3:moUst,at
theroies	T'ErOIz
therr	D'e@
thes	Dz
these	D'i:z
thesee	T'Esi:
thew	Tj'u:
they	D'eI
theyaposll	T'eIa#p,0sl@L
theyaposre	T'eIa#p,0s3
theyd	T'eId
theyll	T'eIl
theyre	T'eI3
theyure	T'eIjU@
theyve	T'eIv
theyy	T'eIi
thhere	t,i:;'eItSh'i@3
thick	T'Ik
thicker	T'Ik3
thier	T'i@3
thieves	T'i:vz
thigh	T'aI
thiink	T'I;INk
thiis	T'I;aIz
thiiss	T'I;Is
thime	T'aIm
thin	T'In
thing	T'IN
thingg	T'INg
thingie	T'IndZi
thingo	T'INgoU
thingperson	T'INp3s@n
things	T'INz
thingss	T'INs
thingssituations	T,INsItSu:'eIS@nz
thingsthinking	T'INsTINkIN
thingu	T'INgu:
thingy	T'INi
thingyhow	T'INIh,aU
thingys	T'INIz
think	T'INk
thinkespecially	T'INkI2sp,ES@L,i
thinkg	T'INkg
thinki	T'INki
thinkin	T'INkIn
thinking	T'INkIN
thinkk	T'INkk
thinkr	T'INk3
thinks	T'INks
thinkubfquue	T'INk@bfkwj,u:
thinner	T'In3
thinq	T'Ink
thinqq	T'Ink
third	T'3:d
thirsty	T'3:sti
this	D'Is
thishttpwwjefgraycomcategorypoppsychology	T,IStpwdZI2fgr,eIk@mk,atIg@r,Ip@saIk'0l@dZi
thishttpwwyoutubecomwatchvqmrwmefua	T,IStpwI;,u:tju:b,Ek@mw@tSvkmrwm'Efju:@
thisquot	T'Iskw0t
thisr	T'Is3
thiss	T'Is
thn	t,i:;,eItS'En
thng	t,i:;,eItS,EndZ'i:
thnk	t,i:;,eItS,Enk'eI
thnks	t,i:;,eItS'Enk,eI'Es
thnkss	t,i:;,eItS'Enk,eI,Es'Es
thnn	t,i:;,eItS,En'En
thnx	t,i:;,eItS,En'Eks
thnxu	t,i:;,eItS'En,Eksj'u:
thnxx	t,i:;,eItS'En,Eks'Eks
tho	D'oU
thoee	T'oU
thomas	t'0m@s
thong	T'0N
thongs	T'0Nz
thongss	T'0Ns
thoo	T'u:
thoough	T'u:Vg
thor	T'o@
thorw	T'o@w@
those	D'oUz
thosee	T'oUsi:
thot	T'0t
thou	D'aU
though	D'oU
thoughbut	T'oUbVt
thoughh	T'oU
thoughhmm	T'oUhm
thoughno	T'oUnoU
thought	T'O:t
thoughtful	T'O:tf@L
thoughtprovoking	T'O:tpr@v,oUkIN
thoughts	T'O:ts
thousand	T'aUz@nd
thousands	T'aUz@ndz
thozz	T'0z
thr	t,i:;,eItS'A@
thrashin	Tr'aSIn
threading	Tr'EdIN
threat	Tr'Et
threaten	Tr'Et@n
threatened	Tr'Et@nd
threatening	Tr'Et@nIN
threatens	Tr'Et@nz
threats	Tr'Ets
three	Tr'i:
threer	Tr'i@3
threesome	Tr'i:sVm
threesomes	Tr'i:sVmz
threw	Tr'u:
thrill	Tr'Il
thrilling	Tr'IlIN
throat	Tr'oUt
throats	Tr'oUts
throbbed	Tr'0bd
throbbs	Tr'0bz
throne	Tr'oUn
throo	Tr'u:
through	Tr'u:
throughahem	Tr'u:ah@m
throughoutr	Tr'u:aUt3
throughquot	Tr'u:kw0t
throught	Tr'u:t
throw	Tr'oU
throwing	Tr'oUIN
thrown	Tr'oUn
throws	Tr'oUz
thru	Tr'u:
thruthful	Tr'u:Tf@L
thruu	Tr'Vu:
thses	t,i:;'eItSs'EI2z
thsi	t,i:;,eItS,Es'aI
tht	t,i:;,eItSt'i:
thtr	t,i:;,eItSt,i:;'A@
thts	t,i:;,eItSt,i:;'Es
thubn	T'Vb@n
thug	T'Vg
thugs	T'Vgz
thuhh	T'u:
thumb	T'Vm
thumbs	T'Vmz
thunder	T'Vnd3
thursday	T'3:zdeI
thus	D'Vs
thw	t,i:;,eItSd'Vb@Lj,u:
thx	t,i:;,eItS'Eks
thxyur	t,i:;'eItSz'aI3:
ti	t'aI
tiannahh	tj'anA:
tiao	t'aI@r-,oU
tick	t'Ik
ticket	t'IkI2t
tickets	t'IkI2ts
tickle	t'Ik@L
tickled	t'Ik@Ld
ticklequot	t'IklI2kw,0t
tickling	t'IklIN
ticklish	t'IklI2S
tico	t'i:koU
ticsexplains	t'IksI2kspl,eInz
tidy	t'aIdi
tie	t'aI
tied	t'aId
tiempo	t'aImpoU
tiene	t'aIn
tienes	t'aInz
tiffanyaposs	t'Ifa#nI;,ap0s
tiffanys	t'If@nIz
tiger	t'aIg3
tiggy	t'Igi
tighht	t'Ight
tight	t'aIt
tightand	t'aItand
tihnk	t'IhNk
tijuana	ti@w'A:n@
tik	t'Ik
til	t'Il
tilapos	tIl'A:poUz
tiled	t'aIld
tiles	t'aIlz
till	t'Il
tillapos	tIl'A:poUz
tillys	t'Iliz
tilted	t'IltI2d
tim	t'Im
timamp	t'Imamp
timberlake	t'Imb3l,eIk
time	t'aIm
timecheers	taImtS'i@3z
timed	t'aImd
timee	t'Imi:
timeei	t'Imi:;,i
timequot	t'aImkw0t
timequotr	t'aImkw0t3
timer	t'aIm3
times	t'aImz
timesee	t'aImsi:
timesorry	t'aIms0ri
timespan	t'aImspan
timess	t'aImEs
timewondered	t'aImwVnd3d
timmeh	t'ImeI
timmy	t'Imi
timothy	t'Im@T,i
timothyr	t'Im0T@
timothys	t'Im@T,iz
tims	t'Imz
tin	t'In
tingling	t'INg@-lIN
tini	t'Ini
tinie	t'Ini
tinkerbell	t'INk3b,El
tinklewinkles	t'INklu:,INk@Lz
tinky	t'INki
tinng	t'InN
tino	t'i:noU
tiny	t'aIni
tinychat	t'InItS,at
tinychats	t'InItS,ats
tip	t'Ip
tipo	t'i:poU
tips	t'Ips
tipsy	t'Ipsi
tiptronic	tIptr'0nIk
tire	t'aI@
tired	t'aI@d
tiredr	t'aI@d3
tires	t'aI@z
tiresome	t'aI@sVm
tis	t'Iz
titanic	taIt'anIk
tithe	t'aID
tities	t'Itiz
title	t'aIt@L
titlequotzooquot	t'aIt@Lkw,0tsu:kw,0t
titmouse	t'ItmaUs
tits	t'Its
titties	t'ItIz
tl	t,i:;'El
tld	t,i:;,Eld'i:
tlk	t,i:;,Elk'eI
tlked	t,i:;'Elk'Ed
tlking	t,i:;'Elk'IN
tlkk	t,i:;,Elk,eIk'eI
tlkn	t,i:;,Elk,eI'En
tm	t,i:;'Em
tmpn	t,i:;,Emp,i:;'En
tmrw	t,i:;,Em,A@d'Vb@Lj,u:
tnite	t'i:n'aIt
tnx	t,i:;,En'Eks
to	t'u:
toand	t'oUnd
toast	t'oUst
toasted	t'oUstI2d
toastt	t'oUst
tobey	t'oUbeI
toda	t'oUd@
todas	t'oUd@z
today	t@d'eI
todayr	t'0deIr
todays	t@d'eIz
todayy	t'0deIi
todayyay	t'0deIj,eI
todirect	t'0daIr,Ekt
todo	t@d'u:
todos	t@d'u:z
tods	t'0dz
toe	t'oU
toes	t'oUz
toetag	t'oUtag
toffee	t'0fi:
together	t@g'ED3
togetherr	t'oUdZDe@
toilet	t'OIl@t
toilets	t'OIl@ts
tok	t'0k
tokio	t'oUkI2;,oU
tokyo	t'oUkI;,oU
told	t'oUld
tolerance	t'0l3r@ns
tolerate	t'0l3r,eIt
toliet	t'oUli@t
tolld	t'oUld
tollerate	t'oUl3r,eIt
tom	t'0m
tomado	t@m'A:doU
tomato	t@m'A:toU
tomatoe	t@m'A:toU
tomatoes	t@m'A:toUz
tomboys	t'0mbOIz
tombstone	t'u:mstoUn
tommorow	t'0mo@r,oU
tommorrow	t'0m@r,oU
tommy	t'0mi
tomoro	t@m'o@roU
tomorrow	t@m'0roU
tomorrowi	t@m@r'oUwi
tomorrowif	t@m'0roU,If
tomorrowr	t@m'0roU3
ton	t'Vn
tone	t'oUn
tones	t'oUnz
toney	t'oUni
tongue	t'VN
tonguelol	t'VNl0l
tonight	t@n'aIt
tonightquot	t'0naItkw,0t
tonights	t@n'aIts
tonightso	t@n'aItsoU
tonightsorry	t'0naIts,0ri
tonightt	t'0naIt
tonite	t'0naIt
tonn	t'Vn
tonngue	t'VnN
tons	t'Vnz
tonsils	t'0ns@Lz
tonss	t'0ns
tony	t'oUni
tonys	t'oUnIz
tonyy	t'0nI;i
too	t'u:
tooamp	t'u:amp
tood	t'u:d
toodaloo	t'u:da#l,u:
tooday	t'u:deI
toodid	t'u:dId
toodled	t'u:d@Ld
tooi	t'u:i
tooin	t'u:In
took	t'Uk
toolets	t'u:l@ts
toolol	t'u:l0l
tools	t'u:lz
tooquot	t'u:kw0t
toor	t'o@
tooth	t'u:T
toothbrush	t'u:TbrVS
toothpaste	t'u:TpeIst
toothpicks	t'u:TpIks
tootsie	t'u:tsi
tootsy	t'u:tsi
tooz	t'u:z
top	t'0p
topic	t'0pIk
toppings	t'0pINz
topple	t'0p@L
tops	t'0ps
tor	t'o@
torch	t'O@tS
torgrimsonr	t'o@grIms,0n3
tori	t'O@ri
torito	to@r'i:toU
torment	t'o@mEnt
torn	t'O@n
tornado	tO@n'eIdoU
tornadoes	tO@n'eIdoUz
tornados	tO@n'eIdoUz
tornament	t'o@n@m@nt
toronto	t@r'0ntoU
torpedo	to@p'i:doU
torres	t'0r@z
torso	t'o@soU
tortued	t'O@tSu:d
torture	t'O@tS3
tortured	t'O@tS3d
tosh	t'0S
tosha	t'oUS@
toss	t'0s
tot	t'0t
total	t'oUt@L
totaled	t'oUt@Ld
totallol	t'oUta#l,0l
totally	t'oUt@Li
totaly	t'oUt@li
totes	t'oUts
tottally	t'0t@Li
toucan	t'u:k@n
touch	t'VtS
touched	t'VtSt
touches	t'VtSI2z
touchh	t'VtS
touchie	t'VtSi
touching	t'VtSIN
touchn	t'VtSn
touchy	t'VtSi
tough	t'Vf
toughie	t'Vfi
tought	t'O:t
toung	t'aUN
tounge	t'aUndZ
tour	t'U@
toured	t'U@d
tourist	t'U@r-Ist
tourn	t'U@n
towant	t'oU0nt
toward	tUw'O@d
towards	tUw'O@dz
towel	t'aU@L
towels	t'aU@Lz
towl	t'oUl
town	t'aUn
townn	t'aUn
toy	t'OI
toyota	tOI'oUt@
toys	t'OIz
tp	t,i:p'i:
tpain	t'i:p'eIn
tr	t,i:;'A@
trabajadora	tr'aba#dZ,ado@r@
trabajo	trab'A:dZoU
track	tr'ak
tracking	tr'akIN
tractors	tr'akt3z
trade	tr'eId
traditional	tra#d'IS@-n@L
traditionally	tra#d'IS@-n@Li
traditions	tra#d'IS@nz
traffic	tr'afIk
tragedy	tr'adZ@di
tragic	tr'adZIk
trailer	tr'eIl3
trailor	tr'eIl3
trails	tr'eIlz
train	tr'eIn
traindang	tr'eIndaN
trained	tr'eInd
trainee	tr'eIni:
trainer	tr'eIn3
training	tr'eInIN
trains	tr'eInz
trait	tr'eIt
traitquality	treItkw'0lI2ti
traits	tr'eIts
tramatized	tr'ama#t,aIzd
trampoline	tr'amp@l,i:n
trampy	tr'ampi
trankilla	traNk'Il@
trankillaa	tr'aNkIl,A:
tranny	tr'ani
transation	trans'eIS@n
transfer	tr'ansf3:
transferring	transf'3:r-IN
translate	transl'eIt
translation	transl'eIS@n
transmission	transm'IS@n
transparent	transp'ar@nt
transport	tr'anspo@t
transportation	transpo@t'eIS@n
transporter	transp'o@t3
transvestite	transv'EstaIt
trap	tr'ap
trapped	tr'apt
trash	tr'aS
trashed	tr'aSt
trashy	tr'aSi
travaling	tr'aveIlIN
travel	tr'av@L
traveled	tr'av@Ld
travelin	tr'avI2l,In
traveling	tr'av@lI2N
travelling	tr'av@lI2N
travels	tr'av@Lz
travesti	tr'avI2st,i
travie	tr'avi
travis	tr'avIs
tray	tr'eI
tre	tr'i:
treading	tr'EdIN
treasure	tr'EZ3
treat	tr'i:t
treated	tr'i:tI2d
treating	tr'i:tIN
treatment	tr'i:tm@nt
treatments	tr'i:tm@nts
treats	tr'i:ts
trebla	tr'Ebl@
trebs	tr'Ebz
trebz	tr'Ebz
tree	tr'i:
trees	tr'i:z
trek	tr'Ek
trellace	tr'EleIs
tremor	tr'Em3
trend	tr'End
trevors	tr'Ev3z
trey	tr'eI
trhough	t'i:r'oU
trick	tr'Ik
tricked	tr'Ikt
trickery	tr'Ik@ri
trickfukin	tr'Ikfju:k,In
trickin	tr'IkIn
trickk	tr'Ikk
tricks	tr'Iks
tricky	tr'Iki
tricycle	tr'aIsIk@L
tried	tr'aId
triedd	tr'aId
tries	tr'aIz
trigger	tr'Ig3
triggers	tr'Ig3z
trikk	tr'Ik
trillion	tr'Ili@n
trimmed	tr'Imd
trimming	tr'ImIN
trinians	tr'Ini@nz
trinkets	tr'INkI2ts
trio	tr'i:;oU
trip	tr'Ip
tripand	tr'aIpand
triplets	tr'Ipl@ts
tripp	tr'Ip
tripped	tr'Ipt
trippin	tr'IpIn
tripping	tr'IpIN
trippy	tr'Ipi
trippyxp	tr'IpIksp
trips	tr'Ips
trismo	tr'IsmoU
trivium	tr'Ivi@m
troll	tr'oUl
trooper	tr'u:p3
troops	tr'u:ps
tropic	tr'0pIk
trouble	tr'Vb@L
troubles	tr'Vb@Lz
troublesomeagreed	tr'Vb@Ls,oUma#gr,i:d
trousers	tr'aUs3z
trown	tr'oUn
trplt	t,i:;,A@p'i:;,Elt'i:
tru	tr'u:
truace	tr'u:eIs
truck	tr'Vk
true	tr'u:
truee	tr'u:
truei	tr'u:i
truely	tr'u:lI
trueoh	tr'u:oU
truer	tr'u:3
trueso	tr'u:soU
truly	tr'u:li
trump	tr'Vmp
trunk	tr'VNk
trust	tr'Vst
trusted	tr'VstI2d
trustin	tr'VstIn
trusting	tr'VstIN
trustlove	tr'VslVv
trustr	tr'Vst3
trustt	tr'Vst
trustud	tr'VstVd
truth	tr'u:T
truthful	tr'u:Tf@L
truthfully	tr'u:Tf@lI
truths	tr'u:Ts
try	tr'aI
tryaposn	tr'aI;a#p,0s@n
tryed	tr'aId
tryes	tr'aIz
tryin	tr'aIIn
trying	tr'aIIN
tryna	tr'i:n@
tryy	tr'aIi
tshirt	t'i:S'3:t
tshirts	t'i:S'3:ts
ttabaabii	t'i:t'abA:b,I;aI
ttreeblla	t'i:tr'i:bl@
ttyl	t'i:t'aIl
tu	t'u:
tub	t'Vb
tube	tj'u:b
tubes	tj'u:bz
tubieras	tj'u:bi;'Er@z
tucker	t'Vk3
tue	tj'u:
tuesday	tj'u:zdeI
tuesdays	tj'u:zdeIz
tugging	t'VgIN
tulua	tj'Ulu:@
tumblr	t'Vmbl3
tummy	t'Vmi
tuna	tj'u:n@
tune	tj'u:n
tuned	tj'u:nd
tunidge	tj'u:nIdZ
tupac	tj'u:pak
turban	t'3:b@n
turd	t'3:d
turds	t'3:dz
turfed	t'3:ft
turismo	tj@r'IsmoU
turkey	t'3:kI
turn	t'3:n
turnbull	t'3:nbUl
turned	t'3:nd
turnig	t'3:nIg
turning	t'3:nIN
turnr	t'3:n3
turns	t'3:nz
turnsz	t'3:nsz
turnt	t'3:nt
turrets	t'VrI2ts
turtle	t'3:t@L
turtles	t'3:t@Lz
tus	t'Vs
tushirts	t'VS3:ts
tut	t'Vt
tux	t'Vks
tv	t,i:v'i:
tvdocumentary	t,i:v'i:d,0kju:m'Ent@ri
tvlol	t,i:v'i:l'0l
tvs	t,i:v,i:;'Es
tvtoo	t,i:v'i:t'u:
tvu	t,i:v,i:j'u:
twanng	tw'anN
twat	tw'at
twats	tw'ats
tweet	tw'i:t
tweeted	tw'i:tI2d
tweeting	tw'i:tIN
tweets	tw'i:ts
tweety	tw'i:ti
twenty	tw'Enti
twentythriteen	tw,EntITrIt'i:n
twerking	tw'3:kIN
twice	tw'aIs
twig	tw'Ig
twilight	tw'aIlaIt
twinke	tw'INk
twinkle	tw'INk@L
twins	tw'Inz
twinsie	tw'Insi
twirl	tw'3:l
twist	tw'Ist
twisted	tw'IstI2d
twister	tw'Ist3
twistin	tw'IstIn
twisting	tw'IstIN
twita	tw'i:t@
twitching	tw'ItSIN
twitpic	tw'ItpIk
twitt	tw'It
twitter	tw'It3
twizzler	tw'Izl3
twizzlers	tw'Izl3z
two	t'u:
twon	t'u:n
twoyour	t'u:j3
twu	tw'u:
txr	t,i:;,Eks'A@
txt	t,i:;,Ekst'i:
txting	t,i:;'Ekst'IN
ty	t'aI
tyga	t'aIg@
tygar	t'aIg3
tyler	t'aIl3
tym	t'Im
tyme	t'aIm
typ	t'aIp
type	t'aIp
typebrand	t'aIpbrand
typed	t'aIpd
typee	t'aIp
types	t'aIps
typical	t'IpIk@L
typically	t'IpIkli
typing	t'aIpIN
typo	t'aIpoU
typos	t'aIpoUz
typs	t'aIps
tyree	t'aIri:
tyres	t'aI@z
tyrese	t'aIri:z
tyring	t'aI@r-IN
tyson	t'aIs@n
u	j'u:
ua	j'u:a
uabbreviationu	j,u:a#br,i:vI;'eIS@n,u:
uacuac	j'u:a#kj,u:ak
uau	j'u:aU
ubf	'Vbf
ubfcual	'Vbfkju:@L
ubfcuuel	'Vbfk@j,u:l
ubflistography	,VbflIst'0gr@fi
ubfno	'VbfnoU
ubfquue	'Vbfkwju:
ubfse	'Vbfs
uc	'Vk
uchappinessud	'VtSa#p,InI2s,Vd
uci	j'u:saI
ucif	j'u:sIf
ucin	j'u:sIn
ucium	j'u:si@m
ucla	j,u:s,i:;,El'eI
ucmy	'Vkmi
ucperfectud	'Vkp3f,EktVd
ucthe	'VkD
ucunder	j'u:kVnd3
ucwhat	'Vkw0t
ucyou	'VsI;,u:
ucyouure	'VsI;,aUjU@
ud	'Vd
udduu	'Vd@r-,u:
udk	'Vdk
udo	j'u:doU
udont	j'u:d0nt
udyslexiau	,VdIsl'EksI;,aU
ue	j'u:
ueuuddud	j'u:@r-,VdVd
uewhat	j'u:w0t
ufo	j,u:,Ef'oU
ufrim	'VfrI2m
ufu	'u:fu:
ugglyy	'VglI;i
uggs	'Vgz
ugh	'Vg
ughh	'Vg
uglay	'VgleI
ugle	'Vg@L
ugler	'Vgl3
ugli	'Vgli
uglier	'Vgli;3
ugliest	'Vgli;@st
uglly	'Vg@L,i
ugly	'Vgli
uglyy	'VglI;i
uh	'V
uhappy	j'u:ha#p,i
uhh	'u:
uhhi	'u:haI
uhhm	'u:h@m
uhhmm	'u:hm
uhi	j'u:haI
uhm	'u:@m
uhmi	'u:mi
uhmm	'u:m
uhp	'u:p
ui	j,u:'aI
uif	j'u:If
uihjhfjhdjdfhierrinbhkdaa	j'u:IhdZhfdZhdZdfh,i@3rInbhkd,A:
ujala	ju:dZ'A:l@
uk	j,u:k'eI
uknow	'VnoU
uleft	'u:lEft
ull	'Vl
ulol	'u:l0l
ultimate	'VltI2m@t
ultimately	'VltI2m@tli
um	'Vm
umbrella	Vmbr'El@
umenatashakathykaseyrachelkatryna	j,u:m@n,ata#S,aka#T,IkeIs,Ira#S,Elka#tr'i:n@
umhuhh	'Vmhu:
umm	'Vm
ummahh	'VmA:
ummdiary	'Vmdj@rI
ummessy	'VmI2s,i
ummim	'VmI2m
ummyeah	'VmjEh
umokay	j'u:m@k,eI
umtheres	'VmD3z
un	'Vn
una	j'u:n@
unable	Vn'eIb@L
unanswered	Vn'aans3d
unappealing	Vna#p'i:lIN
unattractive	Vna#tr'aktIv
unattractiveness	Vna#tr'aktIvn@s
unaware	,Vn@w'e@
unbareable	Vnb'e@ri@b@L
unbelievable	VnbI2l'i:v@b@L
unbelieveable	VnbI2l'i:v@b@L
unbirthday	Vnb'3:TdeI
unborn	Vnb'O@n
uncalled	Vnk'O:ld
uncaring	Vnk'e@r-I2N
uncle	'VNk@L
uncleapos	Vnkl'i:poUz
unclear	Vnkl'i@3
uncles	'VNk@Lz
uncomfortable	Vnk'Vmft@b@L
uncommon	Vnk'0m@n
unconciously	Vnk'0nS@sli
unconscious	Vnk'0nS@s
uncontrollable	Vnk@ntr'oUl@b@L
uncontrollably	Vnk@ntr'oUl@blI
uncoordinatedness	VnkoU'O@dI2n,eItIdn@s
unda	Vnd'A:
undaquotim	Vnd'akw0tI2m
undastand	Vnd'aastand
undastandyup	Vnd'aasta#ndI;,Vp
undead	,Vnd'Ed
under	'Vnd3
underage	,Vnd3r-'eIdZ
underarms	,Vnd3r-'A@mz
underestimated	,Vnd3r-'EstI2m,eItI2d
underground	,Vnd3gr'aUnd
underlying	,Vnd3l'aIIN
underneath	,Vnd3n'i:T
underoaths	,Vnd3r-'oUTs
underrated	,Vnd3r'eItI2d
undersea	,Vnd3s'i:
underside	,Vnd3s'aId
understand	,Vnd3st'and
understandable	,Vnd3st'and@b@L
understands	,Vnd3st'andz
understndin	,Vnd3stnd'In
understood	,Vnd3st'Ud
understoond	,Vnd3st'u:nd
underthink	,Vnd3T'INk
underwater	,Vnd3w'O:t3
underwear	,Vnd3w'e@
underwhelmed	,Vnd3w'Elmd
underwire	,Vnd3w'aI@
underwood	,Vnd3w'Ud
underwoodcheated	,Vnd3w'UdtSi:tI2d
undies	'Vndiz
undress	Vndr'Es
unexpected	,VnEksp'EktI2d
unexpectedly	,VnEksp'EktIdlI
unfair	Vnf'e@
unflattering	Vnfl'at3r-IN
unfold	Vnf'oUld
unfollow	Vnf'0loU
unfollowed	Vnf'0loUd
unfortantly	Vnf'O@t@ntli
unfortuantly	Vnf'O@tju:@ntli
unfortunate	Vnf'O@tS@n@t
unfortunately	Vnf'O@tS@n@tli
unfortunatly	Vnf'O@t@n,atli
unfreeze	Vnfr'i:z
ungodly	Vng'0dli
unhappiness	Vnh'apIn@s
unhappy	Vnh'api
unhealthy	Vnh'ElTi
unhoeish	Vnh'oUI2S
uni	j'u:ni
unicorn	j'u:nIk,O@n
uniforms	j'u:nIf,O@mz
unimportant	,VnImp'o@t@nt
uninjured	,Vn'IndZ3d
uninspired	,VnInsp'aI@d
uninspried	,VnInspr'aId
unintelligent	,VnInt'ElIdZ@nt
unintentional	,VnInt'EnS@-n@L
uninterested	Vn'Int@r@stI2d
uninteresting	Vn'Int@r@stIN
union	j'u:ni@n
unique	ju:n'i:k
unit	j'u:nIt
united	ju:n'aItI2d
units	j'u:nIts
universal	j,u:nIv'3:s@L
universe	j'u:nIv,3:s
university	j,u:nIv'3:sI2t,i
unjustified	VndZ'VstI2f,aId
unknowingly	Vnn'oUINlI
unless	Vnl'Es
unlike	Vnl'aIk
unlikee	Vnl'Iki:
unlimited	Vnl'ImItI2d
unline	Vnl'aIn
unlock	Vnl'0k
unlocked	Vnl'0kt
unluckily	Vnl'VkilI
unmarried	Vnm'arId
unnatural	Vnn'atS@r@L
unnecessary	Vnn'Es@s@ri
unnessasarly	Vnn'Esa#s,A@li
unnfortunaly	VnnfO@t'u:n@li
uno	'u:noU
unoriginal	Vn@r'IdZIn@L
unot	Vn'0t
unprd	'Vnp@d
unpredictable	VnprId'Ikt@b@L
unprotected	Vnpr@t'EktI2d
unravels	Vnr'av@Lz
unreasonable	Vnr'i:z@n@b@L
unsafe	Vns'eIf
unsanitary	Vns'anIt@ri
unsuccessful	Vns@ks'Esf@L
unsuspecting	Vns@sp'EktIN
untaken	Vnt'eIk@n
untamed	Vnt'eImd
untampered	Vnt'amp3d
untapped	Vnt'apt
unterstands	Vnt'3:standz
untie	Vnt'aI
until	Vnt'Il
untreated	Vntr'i:tI2d
untrue	Vntr'u:
unusual	Vnj'u:Zu:@L
unwanted	Vnw'0ntI2d
uourself	j,u:@s'Elf
up	'Vp
update	'VpdeIt
updatebulletinnoteblog	Vpd'eItbUl,EtIn,oUtbl0g
updated	Vpd'eItI2d
updates	'VpdeIts
updating	Vpd'eItIN
upgrade	'VpgreId
upi	j'u:pi
upit	j'u:pIt
upjustin	'VpdZ@st,In
upkeep	'Vpki:p
uploaded	'VploUdI2d
upon	@p'0n
upp	'Vp
upper	'Vp3
upping	'VpIN
uppr	'Vp3
upquot	'Vpkw0t
upr	'Vp3
ups	'Vps
upset	Vps'Et
upsetdepressedangryetc	Vps'EtdI2pr,EsI2d,aNgrI;,Etk
upsetting	Vps'EtIN
upside	'VpsaId
upso	'VpsoU
upstairs	Vpst'e@z
upsz	'Vpsz
upthe	'VpD
upto	'VptoU
uptown	'VptaUn
upyawn	'VpI;,O:n
uqhh	'Vk
uqlyy	'VklI;i
ur	'3:
ura	j'U@r-@
uranus	j'U@r-an@s
uranusquakes	j'U@r-a#n,Vskw0ks
urban	'3:b@n
ure	j'U@
urge	'3:dZ
urgh	'3:g
uright	j'U@r-aIt
urinate	j'U@r-I2n,eIt
url	j,u:,A@r-'El
urs	'3:z
urself	3:s'Elf
ursz	'3:sz
urz	'3:z
us	'Vs
usa	j,u:,Es'eI
usally	j'u:z@Li
usand	j'u:zand
usar	j'u:zA@
use	j'u:s
useage	j'u:sI2dZ
used	j'u:zd
usedtobe	j'u:zI2dt,oUb
useful	j'u:sf@L
useing	j'u:sI2N
useless	j'u:sl@s
usequot	j'u:zI2kw,0t
user	j'u:z3
userenade	j'u:z3r,EneId
username	j'u:z3n,eIm
users	j'u:z3z
uses	j'u:sI2z
usher	'VS3
usi	j'u:zi
usin	j'u:zIn
using	j'u:zIN
uso	j'u:zoU
uss	'Vs
usual	j'u:Zu:@L
usually	j'u:Zu:@Li
usualquot	j'u:Zu:,alkw0t
ut	'Vt
utah	j'u:tA:
utake	j'u:teIk
utensils	ju:t'Ens@Lz
utilizaria	j,u:tIlIz'e@r-i@
utopia	ju:t'oUpi@
utter	'Vt3
utterly	'Vt3li
uu	'Vu:
uuc	'VVk
uucckk	'VVkk
uucuucuucuucuu	'Vju:k,Vju:k,Vju:k,Vju:k,Vu:
uudduu	'V@d,Vu:
uuh	'VV
uuhm	'Vu:@m
uve	j'u:v
uvv	'Vv
v	v'i:
vaca	v'eIk@
vacaciones	v'eIkaS@nz
vacation	veIk'eIS@n
vacations	veIk'eIS@nz
vacia	v'aS@
vaction	v'akS@n
vag	v'ag
vagabond	v'aga#b,0nd
vagin	v'adZIn
vagina	v@dZ'aIn@
vaginaa	v'adZIn,A:
vagqina	v'agkIn@
vain	v'eIn
valentine	v'al@nt,aIn
valentinee	v'al@nt,Ini:
valentines	v'al@nt,aInz
valid	v'alId
value	v'alju:
values	v'alju:z
vampire	v'ampaI@
vampires	v'ampaI@z
van	v'an
vancouver	vaank'u:v3
vancover	v'aankVv3
vandalize	v'and@L,aIz
vandalized	v'and@L,aIzd
vanilla	va#n'Il@
vans	v'anz
variables	v'e@rI2;@b@Lz
varias	v'e@ri@z
variation	v,e@rI;'eIS@n
variations	v,e@rI;'eIS@nz
varied	v'e@rid
varies	v'e@riz
variety	v@r'aI@ti
vary	v'e@ri
vat	v'at
vaughan	v'O:@n
vcard	v'i:k'A@d
vclub	v'i:kl'Vb
ve	v'i:
veces	v'i:sI2z
veector	v'i:kt3
vegas	v'eIg@s
vegetable	v'EdZI2t@b@L
vegetables	v'EdZI2t@b@Lz
vegetarian	v,EdZI2t'e@r-i@n
vegetarianism	v,EdZI2t'e@r-i@n,Iz@m
vegetarians	v,EdZI2t'e@r-i@nz
vegetation	v,EdZIt'eIS@n
vegg	v'Eg
veggie	v'EdZI
veggies	v'EdZIz
vegimite	v'EdZIm,aIt
vehical	v'EhIk@L
vehicle	v'i@k@L
veiews	v'eIju:z
veins	v'eInz
velocity	v@l'0sI2ti
ven	v'En
vengeance	v'EndZ@ns
venom	v'En@m
ventilating	v'EntI2l,eItIN
ventrilaquist	v'EntrIl,akwIst
venus	v'i:n@s
venuss	v'EnVs
ver	v'3:
vera	v'i@r@
verander	v'Erand3
verb	v'3:b
verbal	v'3:b@L
verbally	v'3:b@Li
verdad	v'3:dad
verg	v'3:g
